x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,gesture
0.2656973898410797,0.5381419658660889,-2.234039016002498e-07,0.30639559030532837,0.5248141288757324,-0.017878228798508644,0.3422413766384125,0.47108083963394165,-0.0231188777834177,0.342214435338974,0.40555912256240845,-0.027531621977686882,0.3172490894794464,0.3664363920688629,-0.031126925721764565,0.32561546564102173,0.42267876863479614,-0.0016234134091064334,0.3327246904373169,0.3845153748989105,-0.022919343784451485,0.3236560523509979,0.40562134981155396,-0.03728386014699936,0.3135796785354614,0.4310309588909149,-0.04305967688560486,0.29993197321891785,0.4154028594493866,0.0004595800710376352,0.30557844042778015,0.3787805736064911,-0.023787569254636765,0.2975804805755615,0.43011340498924255,-0.0329633466899395,0.29140084981918335,0.4693543016910553,-0.03215545415878296,0.27550598978996277,0.41494911909103394,-0.0011199889704585075,0.2774243950843811,0.38259899616241455,-0.02860892005264759,0.27431538701057434,0.43889379501342773,-0.026467567309737206,0.27131718397140503,0.4776424169540405,-0.016347866505384445,0.2482357621192932,0.41861769556999207,-0.0035880079958587885,0.254315048456192,0.3897935748100281,-0.02183612436056137,0.25445556640625,0.4276067018508911,-0.017143940553069115,0.25363388657569885,0.45428210496902466,-0.008207702077925205,fist
0.2649350166320801,0.5376665592193604,-2.2302077695712796e-07,0.3055964410305023,0.5240504145622253,-0.017552776262164116,0.34082990884780884,0.47039201855659485,-0.022457972168922424,0.3409338593482971,0.40569037199020386,-0.026605498045682907,0.31586378812789917,0.3679039776325226,-0.030177123844623566,0.32425281405448914,0.4232471287250519,-0.0012526693753898144,0.33145102858543396,0.38538092374801636,-0.02215447649359703,0.32238128781318665,0.40506622195243835,-0.03663600608706474,0.3120270371437073,0.4304365813732147,-0.042554620653390884,0.2988353669643402,0.4161612093448639,0.0007782998727634549,0.3043866455554962,0.3795400559902191,-0.023350967094302177,0.29596763849258423,0.42982444167137146,-0.03296290710568428,0.28939831256866455,0.4703008532524109,-0.03236912563443184,0.2746310532093048,0.41598862409591675,-0.0007529949070885777,0.2762775421142578,0.38383081555366516,-0.028085587546229362,0.2729015052318573,0.4391998052597046,-0.0266707856208086,0.2699410617351532,0.47884219884872437,-0.016959965229034424,0.2478286325931549,0.4200812876224518,-0.0031185776460915804,0.2533300220966339,0.3913552165031433,-0.021347159519791603,0.25342991948127747,0.4282912313938141,-0.017046235501766205,0.2528051435947418,0.4553314447402954,-0.008366404101252556,fist
0.26653409004211426,0.5351957082748413,-2.2419088452352298e-07,0.30719074606895447,0.5215308666229248,-0.01799819990992546,0.3425108790397644,0.4680442214012146,-0.023107051849365234,0.3429728150367737,0.4030550718307495,-0.02747221477329731,0.3180321156978607,0.3650031089782715,-0.031106090173125267,0.32464951276779175,0.4210025668144226,-0.0014239185256883502,0.33194658160209656,0.38287678360939026,-0.022861121222376823,0.32288289070129395,0.4054167866706848,-0.03713705390691757,0.31311818957328796,0.43235963582992554,-0.04261602833867073,0.2994028627872467,0.41412636637687683,0.0006952012772671878,0.3059461712837219,0.3774557411670685,-0.023846982046961784,0.2976934313774109,0.42861586809158325,-0.03306825831532478,0.2914413511753082,0.4687039852142334,-0.03197568282485008,0.2754565179347992,0.4138514995574951,-0.0009127472876571119,0.2781465947628021,0.38213881850242615,-0.02898314781486988,0.2745734453201294,0.4384339451789856,-0.027281837537884712,0.2716141641139984,0.47809749841690063,-0.01700405590236187,0.24888692796230316,0.4175979793071747,-0.0033572781831026077,0.2556007504463196,0.3880356550216675,-0.02175104059278965,0.2552589178085327,0.425447553396225,-0.0170701052993536,0.25413328409194946,0.45281291007995605,-0.007923724129796028,fist
0.2668865919113159,0.5346001386642456,-2.08628890163709e-07,0.30792874097824097,0.5203622579574585,-0.018091117963194847,0.3435903787612915,0.4669179618358612,-0.02325601503252983,0.34433943033218384,0.40183380246162415,-0.02754358761012554,0.3195323348045349,0.36320364475250244,-0.03133665770292282,0.3259408175945282,0.42209506034851074,-0.0014425263507291675,0.3343329429626465,0.38542088866233826,-0.02216307260096073,0.324807345867157,0.40390118956565857,-0.03628300502896309,0.3140661120414734,0.4278261661529541,-0.04198720306158066,0.30059975385665894,0.41393569111824036,0.0007721300353296101,0.30814602971076965,0.3775588572025299,-0.02310590073466301,0.29908740520477295,0.42760130763053894,-0.03218073025345802,0.29232969880104065,0.4672945439815521,-0.03117762878537178,0.27642300724983215,0.41295677423477173,-0.0006557242595590651,0.28014183044433594,0.3813713788986206,-0.028345713391900063,0.2761085033416748,0.4371597468852997,-0.026562746614217758,0.2725299596786499,0.476569265127182,-0.016366101801395416,0.24937981367111206,0.41639986634254456,-0.0029077711515128613,0.2572852075099945,0.387391060590744,-0.02122783660888672,0.25689417123794556,0.42472538352012634,-0.01641734316945076,0.2553026080131531,0.45188552141189575,-0.007269577588886023,fist
0.26861846446990967,0.532914400100708,-2.1043992148861435e-07,0.3093652129173279,0.519169270992279,-0.017372818663716316,0.3441500961780548,0.46551647782325745,-0.022183606401085854,0.3442818522453308,0.40064048767089844,-0.026266053318977356,0.31923091411590576,0.36330413818359375,-0.029700126498937607,0.3256157338619232,0.4208662211894989,-0.0008885152055881917,0.33381393551826477,0.3836990296840668,-0.02163817174732685,0.3247610330581665,0.4047628343105316,-0.03562498465180397,0.3146689534187317,0.43071502447128296,-0.041164979338645935,0.3005203306674957,0.4134957790374756,0.0009809925686568022,0.30828288197517395,0.37601304054260254,-0.02281106822192669,0.3004431426525116,0.4259682595729828,-0.03195101395249367,0.29422324895858765,0.4654863476753235,-0.031023291870951653,0.27663862705230713,0.4130111336708069,-0.0007333249668590724,0.28035202622413635,0.37988507747650146,-0.028353404253721237,0.27726197242736816,0.4355570077896118,-0.02653234265744686,0.27408987283706665,0.4746432304382324,-0.01635536178946495,0.2500188946723938,0.41676610708236694,-0.00321311061270535,0.2576307952404022,0.387002557516098,-0.021626649424433708,0.25761884450912476,0.42429742217063904,-0.016890347003936768,0.2561836838722229,0.4515627920627594,-0.007794701959937811,fist
0.26912859082221985,0.5330447554588318,-2.2221942685973772e-07,0.3101203739643097,0.520834743976593,-0.0176076702773571,0.34563836455345154,0.4671033024787903,-0.022262264043092728,0.3462486267089844,0.40190982818603516,-0.02610311657190323,0.32117852568626404,0.36452922224998474,-0.029316050931811333,0.3289026916027069,0.4207409620285034,-0.001094468985684216,0.33717039227485657,0.3837070167064667,-0.02167619578540325,0.3282780647277832,0.40330326557159424,-0.035736776888370514,0.3179442882537842,0.42779701948165894,-0.041471537202596664,0.3037056624889374,0.4133639931678772,0.000893730262760073,0.3106660842895508,0.3762596547603607,-0.02313479222357273,0.30271419882774353,0.4267345368862152,-0.03256741538643837,0.29615724086761475,0.46680861711502075,-0.03181443363428116,0.2795882821083069,0.4129215478897095,-0.000687221996486187,0.2828717529773712,0.3805871903896332,-0.028379563242197037,0.2796156704425812,0.43626150488853455,-0.026807915419340134,0.27609875798225403,0.4752376675605774,-0.016865110024809837,0.2526283860206604,0.4166242778301239,-0.003058729227632284,0.2601158022880554,0.3872431516647339,-0.02159547060728073,0.259959876537323,0.4246956706047058,-0.017101505771279335,0.25846752524375916,0.4516088664531708,-0.008252340368926525,fist
0.2686101198196411,0.5297888517379761,-2.2024907764262025e-07,0.30848169326782227,0.5192678570747375,-0.01822829060256481,0.3437651991844177,0.46515631675720215,-0.0232054702937603,0.3430718779563904,0.4004863500595093,-0.027061056345701218,0.3164028823375702,0.36527931690216064,-0.030256984755396843,0.3271873891353607,0.41745632886886597,-0.003276847070083022,0.3348630964756012,0.38036903738975525,-0.02419760450720787,0.32554399967193604,0.4006732404232025,-0.038474131375551224,0.3144431412220001,0.4265662729740143,-0.044181663542985916,0.3016645610332489,0.410061240196228,-0.0008720915066078305,0.307447224855423,0.3742234706878662,-0.024813588708639145,0.29993852972984314,0.42456793785095215,-0.03412590175867081,0.29377156496047974,0.46547141671180725,-0.0333203449845314,0.27730947732925415,0.4096274971961975,-0.0019549985881894827,0.27932479977607727,0.3788566291332245,-0.029116129502654076,0.27664512395858765,0.43427813053131104,-0.02777041867375374,0.27369844913482666,0.47404834628105164,-0.01813683845102787,0.2503882348537445,0.41322338581085205,-0.00389087270013988,0.25650274753570557,0.385277658700943,-0.02204754576086998,0.2570095360279083,0.42202627658843994,-0.017809782177209854,0.25625893473625183,0.44891640543937683,-0.009189953096210957,fist
0.2693977355957031,0.5258870124816895,-2.3139750737755094e-07,0.3090164363384247,0.5183944702148438,-0.01861441880464554,0.3443816006183624,0.4626314342021942,-0.023707188665866852,0.3434138000011444,0.39620763063430786,-0.02739758975803852,0.3164115846157074,0.36047500371932983,-0.0302676260471344,0.32836729288101196,0.41437265276908875,-0.005397723522037268,0.3354373276233673,0.3766602873802185,-0.026443809270858765,0.3263585865497589,0.39709049463272095,-0.040129635483026505,0.31569725275039673,0.4222278892993927,-0.045517995953559875,0.3023841381072998,0.40726643800735474,-0.0028201721142977476,0.3080854117870331,0.3707047700881958,-0.027004623785614967,0.30080926418304443,0.4224020540714264,-0.035549797117710114,0.29459914565086365,0.46198710799217224,-0.034254156053066254,0.2778988480567932,0.406785786151886,-0.0036558781284838915,0.2791988253593445,0.3752909004688263,-0.03102477639913559,0.2771516740322113,0.43166282773017883,-0.02893255278468132,0.2742597460746765,0.4702715575695038,-0.018955377861857414,0.2508655786514282,0.409790962934494,-0.005349390208721161,0.2563658356666565,0.3823377192020416,-0.02383052557706833,0.2572111487388611,0.4197556972503662,-0.019565042108297348,0.2565205991268158,0.4456348121166229,-0.011020269244909286,fist
0.2712520956993103,0.5272178053855896,-2.2741116367797076e-07,0.31053173542022705,0.5185273885726929,-0.01814390905201435,0.34540820121765137,0.46256884932518005,-0.02325262501835823,0.34414049983024597,0.39663198590278625,-0.027088522911071777,0.31755051016807556,0.36024466156959534,-0.030143162235617638,0.3293459117412567,0.4144470989704132,-0.004766891244798899,0.33657556772232056,0.37774214148521423,-0.025908004492521286,0.32767191529273987,0.3976527452468872,-0.039728451520204544,0.3168426752090454,0.42268890142440796,-0.045196305960416794,0.3032626807689667,0.40731281042099,-0.0024977256543934345,0.30932387709617615,0.37137067317962646,-0.026465417817234993,0.30204257369041443,0.42321690917015076,-0.03493637591600418,0.295823335647583,0.46247583627700806,-0.033687226474285126,0.27868738770484924,0.4071091413497925,-0.0036455034278333187,0.28015023469924927,0.37590134143829346,-0.030863342806696892,0.2783215343952179,0.43220534920692444,-0.02849293313920498,0.2755940556526184,0.47022923827171326,-0.018430344760417938,0.25161388516426086,0.41057562828063965,-0.005608023144304752,0.25726357102394104,0.38264670968055725,-0.023871079087257385,0.258326917886734,0.4203236401081085,-0.019179897382855415,0.25778383016586304,0.44602400064468384,-0.010396154597401619,fist
0.27143070101737976,0.5277522802352905,-2.24864905362665e-07,0.31058362126350403,0.5176165699958801,-0.018449319526553154,0.3452070355415344,0.4625193476676941,-0.02379835583269596,0.34376394748687744,0.3975867033004761,-0.027885833755135536,0.31731030344963074,0.36165371537208557,-0.03129709139466286,0.32943299412727356,0.4146611988544464,-0.00481563713401556,0.33718347549438477,0.3779076039791107,-0.025958701968193054,0.3278816044330597,0.39796292781829834,-0.040046077221632004,0.3166297972202301,0.4236607551574707,-0.045587074011564255,0.303411066532135,0.4074251651763916,-0.002345827640965581,0.30927759408950806,0.3716948330402374,-0.026053179055452347,0.30156195163726807,0.4225906729698181,-0.034619130194187164,0.295432984828949,0.4630151093006134,-0.03348875790834427,0.27857089042663574,0.40726226568222046,-0.0033453963696956635,0.28055718541145325,0.376211553812027,-0.030254386365413666,0.2782380282878876,0.43179914355278015,-0.028197387233376503,0.2755928337574005,0.47117534279823303,-0.0183230210095644,0.2511541545391083,0.4110957682132721,-0.00520691554993391,0.2573276460170746,0.3826182782649994,-0.023232724517583847,0.25837501883506775,0.41939935088157654,-0.018609335646033287,0.25788414478302,0.44580909609794617,-0.00985125545412302,fist
